date,time,comp,opponent,venue,round,season,team,xg_for,gf_for,ga_for,sh_for,sot_for,dist_for,fk_for,pk_for,xg_against,gf_against,ga_against,sh_against,sot_against,dist_against,fk_against,pk_against
2024-05-05,20:45 (18:45),Serie A,Roma,Away,Matchweek 35,2023-2024,Juventus,1.2,1,1,16,6,18.3,0,0,1.7,1.0,1.0,19.0,3.0,16.0,2.0,0.0
2024-05-12,18:00 (16:00),Serie A,Salernitana,Home,Matchweek 36,2023-2024,Juventus,2.3,1,1,25,6,21.2,0,0,0.8,1.0,1.0,13.0,4.0,20.4,1.0,0.0
2024-05-15,21:00 (19:00),Coppa Italia,Atalanta,Neutral,Final,2023-2024,Juventus,,1,0,9,2,,,0,,0.0,1.0,13.0,0.0,,,0.0
2024-05-20,20:45 (18:45),Serie A,Bologna,Away,Matchweek 37,2023-2024,Juventus,0.7,3,3,11,4,19.3,1,0,1.4,3.0,3.0,10.0,5.0,15.9,0.0,0.0
2024-05-25,18:00 (16:00),Serie A,Monza,Home,Matchweek 38,2023-2024,Juventus,0.9,2,0,12,4,16.4,0,0,0.6,0.0,2.0,12.0,4.0,17.4,1.0,0.0
2023-08-20,18:30 (16:30),Serie A,Sassuolo,Away,Matchweek 1,2023-2024,Atalanta,1.3,2,0,16,4,17.1,0,0,0.4,0.0,2.0,11.0,3.0,23.0,0.0,0.0
2023-08-26,18:30 (16:30),Serie A,Frosinone,Away,Matchweek 2,2023-2024,Atalanta,1.6,1,2,18,6,15.8,0,0,0.7,2.0,1.0,13.0,5.0,18.8,0.0,0.0
2023-09-02,20:45 (18:45),Serie A,Monza,Home,Matchweek 3,2023-2024,Atalanta,1.3,3,0,18,8,16.7,0,0,0.4,0.0,3.0,8.0,2.0,18.9,1.0,0.0
2023-09-17,18:00 (16:00),Serie A,Fiorentina,Away,Matchweek 4,2023-2024,Atalanta,0.7,2,3,11,4,16.3,0,0,1.1,3.0,2.0,15.0,8.0,18.0,0.0,0.0
2023-09-21,21:00 (19:00),Europa Lg,pl Raków,Home,Group stage,2023-2024,Atalanta,3.9,2,0,29,9,14.9,0,0,0.8,0.0,2.0,3.0,1.0,15.2,0.0,0.0
2023-09-24,15:00 (13:00),Serie A,Cagliari,Home,Matchweek 5,2023-2024,Atalanta,1.7,2,0,10,6,14.6,0,0,0.8,0.0,2.0,10.0,0.0,17.5,0.0,0.0
2023-09-27,18:30 (16:30),Serie A,Hellas Verona,Away,Matchweek 6,2023-2024,Atalanta,1.2,1,0,8,2,16.6,0,0,0.5,0.0,1.0,11.0,2.0,23.1,1.0,0.0
2023-10-01,18:00 (16:00),Serie A,Juventus,Home,Matchweek 7,2023-2024,Atalanta,1.2,0,0,15,2,16.9,1,0,0.2,0.0,0.0,5.0,3.0,22.3,1.0,0.0
2023-10-05,17:45 (16:45),Europa Lg,pt Sporting CP,Away,Group stage,2023-2024,Atalanta,2.1,2,1,13,5,17.4,0,0,2.0,1.0,2.0,14.0,2.0,18.6,1.0,1.0
2023-10-08,15:00 (13:00),Serie A,Lazio,Away,Matchweek 8,2023-2024,Atalanta,1.0,2,3,12,4,15.5,1,0,1.6,3.0,2.0,12.0,4.0,21.8,1.0,0.0
2023-10-22,18:00 (16:00),Serie A,Genoa,Home,Matchweek 9,2023-2024,Atalanta,1.2,2,0,13,8,15.3,0,0,1.0,0.0,2.0,15.0,4.0,20.1,2.0,0.0
2023-10-26,18:45 (16:45),Europa Lg,at Sturm Graz,Away,Group stage,2023-2024,Atalanta,1.7,2,2,14,7,19.9,2,1,1.6,2.0,2.0,10.0,4.0,18.7,0.0,1.0
2023-10-30,18:30 (17:30),Serie A,Empoli,Away,Matchweek 10,2023-2024,Atalanta,1.6,3,0,18,6,16.3,0,0,0.3,0.0,3.0,9.0,2.0,27.2,0.0,0.0
2023-11-04,18:00 (17:00),Serie A,Inter,Home,Matchweek 11,2023-2024,Atalanta,1.0,1,2,14,4,14.4,0,0,1.3,2.0,1.0,9.0,3.0,23.0,1.0,1.0
2023-11-09,21:00 (20:00),Europa Lg,at Sturm Graz,Home,Group stage,2023-2024,Atalanta,2.1,1,0,15,3,13.9,0,0,0.1,0.0,1.0,4.0,0.0,25.2,0.0,0.0
2023-11-12,15:00 (14:00),Serie A,Udinese,Away,Matchweek 12,2023-2024,Atalanta,0.7,1,1,8,2,10.8,0,0,1.5,1.0,1.0,12.0,4.0,23.6,0.0,0.0
2023-11-25,18:00 (17:00),Serie A,Napoli,Home,Matchweek 13,2023-2024,Atalanta,1.0,1,2,16,5,15.4,0,0,2.0,2.0,1.0,11.0,3.0,14.1,0.0,0.0
2023-11-30,18:45 (17:45),Europa Lg,pt Sporting CP,Home,Group stage,2023-2024,Atalanta,0.7,1,1,6,3,21.0,0,0,1.6,1.0,1.0,10.0,2.0,16.4,0.0,0.0
2023-12-04,20:45 (19:45),Serie A,Torino,Away,Matchweek 14,2023-2024,Atalanta,0.5,0,3,10,4,25.0,0,0,1.7,3.0,0.0,8.0,4.0,21.8,1.0,1.0
2023-12-09,18:00 (17:00),Serie A,Milan,Home,Matchweek 15,2023-2024,Atalanta,3.3,3,2,19,7,12.1,0,0,1.5,2.0,3.0,14.0,3.0,18.3,0.0,0.0
2023-12-14,21:00 (20:00),Europa Lg,pl Raków,Away,Group stage,2023-2024,Atalanta,2.7,4,0,15,6,14.9,0,0,2.3,0.0,4.0,15.0,2.0,13.6,0.0,0.0
2023-12-18,20:45 (19:45),Serie A,Salernitana,Home,Matchweek 16,2023-2024,Atalanta,1.9,4,1,20,11,18.2,1,0,1.3,1.0,4.0,10.0,3.0,16.2,0.0,0.0
2023-12-23,15:00 (14:00),Serie A,Bologna,Away,Matchweek 17,2023-2024,Atalanta,1.2,0,1,12,2,15.5,0,0,0.7,1.0,0.0,9.0,1.0,28.0,0.0,0.0
2023-12-30,12:30 (11:30),Serie A,Lecce,Home,Matchweek 18,2023-2024,Atalanta,1.1,1,0,17,3,14.5,0,0,1.2,0.0,1.0,15.0,2.0,21.9,0.0,0.0
2024-01-03,18:00 (17:00),Coppa Italia,Sassuolo,Home,Round of 16,2023-2024,Atalanta,,3,1,25,8,,,0,,1.0,3.0,10.0,4.0,,,0.0
2024-01-07,20:45 (19:45),Serie A,Roma,Away,Matchweek 19,2023-2024,Atalanta,0.7,1,1,8,2,12.9,0,0,2.1,1.0,1.0,15.0,5.0,17.4,0.0,1.0
2024-01-10,21:00 (20:00),Coppa Italia,Milan,Away,Quarter-finals,2023-2024,Atalanta,,2,1,11,5,,,1,,1.0,2.0,10.0,5.0,,,0.0
2024-01-15,20:45 (19:45),Serie A,Frosinone,Home,Matchweek 20,2023-2024,Atalanta,3.7,5,0,20,8,15.9,1,1,0.4,0.0,5.0,8.0,5.0,20.4,0.0,0.0
2024-01-27,15:00 (14:00),Serie A,Udinese,Home,Matchweek 22,2023-2024,Atalanta,1.1,2,0,14,11,15.6,0,0,0.6,0.0,2.0,13.0,5.0,24.8,1.0,0.0
2024-02-04,18:00 (17:00),Serie A,Lazio,Home,Matchweek 23,2023-2024,Atalanta,2.3,3,1,18,4,15.2,0,1,1.2,1.0,3.0,6.0,0.0,22.6,1.0,1.0
2024-02-11,18:00 (17:00),Serie A,Genoa,Away,Matchweek 24,2023-2024,Atalanta,2.1,4,1,14,9,16.3,1,0,0.8,1.0,4.0,15.0,6.0,21.3,1.0,0.0
2024-02-17,20:45 (19:45),Serie A,Sassuolo,Home,Matchweek 25,2023-2024,Atalanta,4.2,3,0,27,11,13.8,0,0,1.6,0.0,3.0,11.0,3.0,17.3,0.0,0.0
2024-02-25,20:45 (19:45),Serie A,Milan,Away,Matchweek 26,2023-2024,Atalanta,1.1,1,1,7,2,18.4,0,1,1.3,1.0,1.0,20.0,6.0,19.0,0.0,0.0
2024-02-28,20:45 (19:45),Serie A,Inter,Away,Matchweek 21,2023-2024,Atalanta,0.3,0,4,6,1,20.8,0,0,2.0,4.0,0.0,14.0,6.0,17.8,0.0,0.0
2024-03-03,18:00 (17:00),Serie A,Bologna,Home,Matchweek 27,2023-2024,Atalanta,1.4,1,2,11,2,15.6,0,0,1.3,2.0,1.0,10.0,5.0,22.5,0.0,1.0
Date,Time,Comp,Opponent,Venue,Round,2023-2024,Atalanta,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2024-03-06,17:45,Europa Lg,pt Sporting CP,Away,Round of 16,2023-2024,Atalanta,1.1,1,1,13,3,18.5,0,0,0.2,1.0,1.0,5.0,2.0,13.9,0.0,0.0
2024-03-10,18:00 (17:00),Serie A,Juventus,Away,Matchweek 28,2023-2024,Atalanta,0.5,2,2,7,3,17.8,0,0,1.3,2.0,2.0,18.0,5.0,19.7,3.0,0.0
2024-03-14,21:00 (20:00),Europa Lg,pt Sporting CP,Home,Round of 16,2023-2024,Atalanta,1.6,2,1,10,5,12.2,0,0,1.2,1.0,2.0,8.0,4.0,18.6,0.0,0.0
2024-03-30,12:30 (11:30),Serie A,Napoli,Away,Matchweek 30,2023-2024,Atalanta,0.9,3,0,12,6,17.9,0,0,1.6,0.0,3.0,20.0,5.0,16.8,0.0,0.0
2024-04-03,21:00 (19:00),Coppa Italia,Fiorentina,Away,Semi-finals,2023-2024,Atalanta,,0,1,10,3,,,0,,1.0,0.0,20.0,4.0,,,0.0
2024-04-07,18:00 (16:00),Serie A,Cagliari,Away,Matchweek 31,2023-2024,Atalanta,0.5,1,2,7,2,17.2,0,0,0.7,2.0,1.0,11.0,3.0,17.6,0.0,0.0
2024-04-11,20:00 (19:00),Europa Lg,eng Liverpool,Away,Quarter-finals,2023-2024,Atalanta,3.2,3,0,11,7,13.1,1,0,2.6,0.0,3.0,19.0,4.0,15.5,0.0,0.0
2024-04-15,20:45 (18:45),Serie A,Hellas Verona,Home,Matchweek 32,2023-2024,Atalanta,1.5,2,2,16,9,16.9,0,0,1.5,2.0,2.0,13.0,5.0,17.8,0.0,0.0
2024-04-18,21:00 (19:00),Europa Lg,eng Liverpool,Home,Quarter-finals,2023-2024,Atalanta,0.6,0,1,8,2,14.4,0,0,1.6,1.0,0.0,9.0,4.0,28.1,1.0,1.0
2024-04-21,20:45 (18:45),Serie A,Monza,Away,Matchweek 33,2023-2024,Atalanta,1.5,2,1,12,6,12.9,0,0,1.1,1.0,2.0,17.0,2.0,18.4,1.0,0.0
2024-04-24,21:00 (19:00),Coppa Italia,Fiorentina,Home,Semi-finals,2023-2024,Atalanta,,4,1,17,6,,,0,,1.0,4.0,9.0,4.0,,,0.0
2024-04-28,18:00 (16:00),Serie A,Empoli,Home,Matchweek 34,2023-2024,Atalanta,1.9,2,0,16,4,17.9,0,1,0.4,0.0,2.0,11.0,2.0,17.4,0.0,0.0
2024-05-02,21:00 (19:00),Europa Lg,fr Marseille,Away,Semi-finals,2023-2024,Atalanta,0.8,1,1,8,2,20.0,0,0,0.9,1.0,1.0,14.0,3.0,20.3,0.0,0.0
2024-05-06,18:00 (16:00),Serie A,Salernitana,Away,Matchweek 35,2023-2024,Atalanta,1.9,2,1,17,4,14.7,0,0,0.5,1.0,2.0,9.0,2.0,21.2,1.0,0.0
2024-05-09,21:00 (19:00),Europa Lg,fr Marseille,Home,Semi-finals,2023-2024,Atalanta,1.8,3,0,16,8,15.5,0,0,0.4,0.0,3.0,6.0,1.0,28.7,3.0,0.0
2024-05-12,20:45 (18:45),Serie A,Roma,Home,Matchweek 36,2023-2024,Atalanta,2.7,2,1,24,7,18.0,1,0,1.2,1.0,2.0,8.0,5.0,20.5,0.0,1.0
2024-05-15,21:00 (19:00),Coppa Italia,Juventus,Neutral,Final,2023-2024,Atalanta,,0,1,13,0,,,0,,1.0,0.0,9.0,2.0,,,0.0
2024-05-18,18:00 (16:00),Serie A,Lecce,Away,Matchweek 37,2023-2024,Atalanta,1.6,2,0,19,9,16.3,0,0,1.3,0.0,2.0,11.0,3.0,16.4,1.0,0.0
2024-05-22,20:00 (19:00),Europa Lg,de Leverkusen,Neutral,Final,2023-2024,Atalanta,0.7,3,0,10,7,19.8,0,0,0.8,0.0,3.0,10.0,3.0,19.8,0.0,0.0
2024-05-26,18:00 (16:00),Serie A,Torino,Home,Matchweek 38,2023-2024,Atalanta,2.6,3,0,17,6,15.3,0,1,1.1,0.0,3.0,8.0,1.0,13.2,0.0,0.0
2024-06-02,18:00 (16:00),Serie A,Fiorentina,Home,Matchweek 29,2023-2024,Atalanta,1.7,2,3,12,3,15.4,0,0,1.2,3.0,2.0,8.0,4.0,15.4,0.0,0.0
2023-08-11,21:15 (19:15),Coppa Italia,Cesena,Home,First round,2023-2024,Bologna,,2,0,14,5,,,0,,0,2,7.0,0.0,,,0.0
2023-08-21,20:45 (18:45),Serie A,Milan,Home,Matchweek 1,2023-2024,Bologna,1.0,0,2,17,5,17.1,1,0,0.9,2,0,9.0,5.0,15.7,0.0,0.0
2023-08-27,18:30 (16:30),Serie A,Juventus,Away,Matchweek 2,2023-2024,Bologna,0.5,1,1,10,4,21.7,1,0,0.8,1,1,14.0,3.0,18.0,1.0,0.0
2023-09-02,18:30 (16:30),Serie A,Cagliari,Home,Matchweek 3,2023-2024,Bologna,2.3,2,1,15,7,17.3,0,0,0.5,1,2,7.0,1.0,20.7,1.0,0.0
2023-09-18,20:45 (18:45),Serie A,Hellas Verona,Away,Matchweek 4,2023-2024,Bologna,0.6,0,0,11,4,20.9,0,0,0.4,0,0,9.0,1.0,17.6,0.0,0.0
2023-09-24,18:00 (16:00),Serie A,Napoli,Home,Matchweek 5,2023-2024,Bologna,0.2,0,0,4,2,15.4,0,0,2.1,0,0,11.0,4.0,18.0,1.0,0.0
2023-09-28,18:30 (16:30),Serie A,Monza,Away,Matchweek 6,2023-2024,Bologna,0.7,0,0,8,5,17.2,1,0,0.7,0,0,10.0,3.0,18.7,1.0,0.0
2023-10-01,12:30 (10:30),Serie A,Empoli,Home,Matchweek 7,2023-2024,Bologna,2.4,3,0,21,9,17.3,1,0,0.9,0,3,12.0,4.0,15.9,1.0,0.0
2023-10-07,15:00 (13:00),Serie A,Inter,Away,Matchweek 8,2023-2024,Bologna,1.3,2,2,7,2,19.9,0,1,0.7,2,2,14.0,5.0,18.3,1.0,0.0
2023-10-22,15:00 (13:00),Serie A,Frosinone,Home,Matchweek 9,2023-2024,Bologna,1.5,2,1,12,6,15.7,1,0,1.5,1,2,11.0,4.0,18.8,1.0,1.0
2023-10-28,15:00 (13:00),Serie A,Sassuolo,Away,Matchweek 10,2023-2024,Bologna,1.0,1,1,9,4,20.9,1,0,0.9,1,1,16.0,5.0,19.8,0.0,0.0
2023-10-31,21:00 (20:00),Coppa Italia,Hellas Verona,Home,Second round,2023-2024,Bologna,,2,0,10,3,,,0,,0,2,12.0,4.0,,,0.0
2023-11-03,20:45 (19:45),Serie A,Lazio,Home,Matchweek 11,2023-2024,Bologna,0.6,1,0,6,2,16.7,1,0,0.5,0,1,11.0,1.0,18.6,0.0,0.0
2023-11-12,15:00 (14:00),Serie A,Fiorentina,Away,Matchweek 12,2023-2024,Bologna,1.8,1,2,10,3,16.4,0,1,1.4,2,1,11.0,3.0,23.9,0.0,1.0
2023-11-27,20:45 (19:45),Serie A,Torino,Home,Matchweek 13,2023-2024,Bologna,1.5,2,0,13,2,17.5,0,0,0.4,0,2,9.0,3.0,19.1,0.0,0.0
2023-12-03,12:30 (11:30),Serie A,Lecce,Away,Matchweek 14,2023-2024,Bologna,1.2,1,1,11,4,16.5,1,0,1.5,1,1,13.0,3.0,21.8,0.0,1.0
2023-12-10,18:00 (17:00),Serie A,Salernitana,Away,Matchweek 15,2023-2024,Bologna,2.1,2,1,10,5,18.2,0,0,0.5,1,2,9.0,2.0,17.6,0.0,0.0
2023-12-17,18:00 (17:00),Serie A,Roma,Home,Matchweek 16,2023-2024,Bologna,0.5,2,0,8,2,20.1,1,0,0.6,0,2,8.0,3.0,19.9,1.0,0.0
2023-12-20,21:00 (20:00),Coppa Italia,Inter,Away,Round of 16,2023-2024,Bologna,,2,1,7,2,,,0,,1,2,21.0,6.0,,,0.0
2023-12-23,15:00 (14:00),Serie A,Atalanta,Home,Matchweek 17,2023-2024,Bologna,0.7,1,0,9,1,28.0,0,0,1.2,0,1,12.0,2.0,15.5,0.0,0.0
2023-12-30,15:00 (14:00),Serie A,Udinese,Away,Matchweek 18,2023-2024,Bologna,0.9,0,3,14,5,17.0,1,0,1.1,3,0,15.0,7.0,19.8,0.0,0.0
2024-01-05,20:45 (19:45),Serie A,Genoa,Home,Matchweek 19,2023-2024,Bologna,1.3,1,1,21,8,17.5,0,0,0.1,1,1,3.0,1.0,26.0,2.0,0.0
2024-01-09,21:00 (20:00),Coppa Italia,Fiorentina,Away,Quarter-finals,2023-2024,Bologna,,0 (4),0 (5),12,5,,,0,,0 (5),0 (4),14.0,5.0,,,0.0
2024-01-14,15:00 (14:00),Serie A,Cagliari,Away,Matchweek 20,2023-2024,Bologna,0.6,1,2,11,4,16.4,0,0,0.7,2,1,5.0,2.0,27.7,1.0,0.0
2024-01-27,20:45 (19:45),Serie A,Milan,Away,Matchweek 22,2023-2024,Bologna,1.8,2,2,14,3,18.1,0,1,3.3,2,2,12.0,3.0,18.4,0.0,0.0
2024-02-03,20:45 (19:45),Serie A,Sassuolo,Home,Matchweek 23,2023-2024,Bologna,1.1,4,2,19,3,18.8,1,0,0.8,2,4,12.0,4.0,19.5,0.0,0.0
2024-02-11,15:00 (14:00),Serie A,Lecce,Home,Matchweek 24,2023-2024,Bologna,1.5,4,0,16,6,17.1,0,0,1.2,0,4,14.0,3.0,19.3,1.0,0.0
2024-02-14,19:00 (18:00),Serie A,Fiorentina,Home,Matchweek 21,2023-2024,Bologna,2.1,2,0,18,7,15.0,0,0,0.9,0,2,12.0,3.0,17.9,1.0,0.0
2024-02-18,12:30 (11:30),Serie A,Lazio,Away,Matchweek 25,2023-2024,Bologna,1.4,2,1,11,3,16.9,1,0,1.1,1,2,12.0,6.0,19.0,0.0,0.0
2024-02-23,20:45 (19:45),Serie A,Hellas Verona,Home,Matchweek 26,2023-2024,Bologna,1.6,2,0,12,3,13.2,0,0,0.6,0,2,7.0,3.0,20.0,1.0,0.0
2024-03-03,18:00 (17:00),Serie A,Atalanta,Away,Matchweek 27,2023-2024,Bologna,1.3,2,1,10,5,22.5,0,1,1.4,1,2,11.0,2.0,15.6,0.0,0.0
2024-03-09,18:00 (17:00),Serie A,Inter,Home,Matchweek 28,2023-2024,Bologna,0.6,0,1,18,3,22.4,1,0,0.9,1,0,5.0,4.0,12.6,0.0,0.0
2024-03-15,20:45 (19:45),Serie A,Empoli,Away,Matchweek 29,2023-2024,Bologna,2.3,1,0,20,9,15.6,0,0,1.0,0,1,10.0,1.0,18.5,0.0,0.0
2024-04-01,12:30 (10:30),Serie A,Salernitana,Home,Matchweek 30,2023-2024,Bologna,1.6,3,0,14,3,17.5,1,0,0.6,0,3,8.0,2.0,22.0,0.0,0.0
2024-04-07,12:30 (10:30),Serie A,Frosinone,Away,Matchweek 31,2023-2024,Bologna,2.0,0,0,13,5,16.5,0,0,0.4,0,0,12.0,5.0,22.0,0.0,0.0
Date,Time,Comp,Opponent,Venue,Round,2023-2024,Bologna,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2024-04-13,20:45 (18:45),Serie A,Monza,Home,Matchweek 32,2023-2024,Bologna,2.1,0,0,17,7,16.2,3,0,0.4,0,0,4.0,0.0,17.1,0.0,0.0
2024-04-22,18:30 (16:30),Serie A,Roma,Away,Matchweek 33,2023-2024,Bologna,1.1,3,1,11,3,24.8,1,0,2.0,1,3,14.0,4.0,14.1,0.0,0.0
2024-04-28,15:00 (13:00),Serie A,Udinese,Home,Matchweek 34,2023-2024,Bologna,0.7,1,1,15,4,20.6,1,0,0.7,1,1,11.0,4.0,18.1,0.0,0.0
2024-05-03,20:45 (18:45),Serie A,Torino,Away,Matchweek 35,2023-2024,Bologna,0.2,0,0,5,1,22.7,0,0,0.7,0,0,8.0,1.0,15.1,0.0,0.0
2024-05-11,18:00 (16:00),Serie A,Napoli,Away,Matchweek 36,2023-2024,Bologna,1.4,2,0,11,4,14.5,0,0,1.5,0,2,15.0,5.0,19.7,0.0,0.0
2024-05-20,20:45 (18:45),Serie A,Juventus,Home,Matchweek 37,2023-2024,Bologna,1.4,3,3,10,5,15.9,0,0,0.7,3,3,11.0,4.0,19.3,1.0,0.0
2024-05-24,20:45 (18:45),Serie A,Genoa,Away,Matchweek 38,2023-2024,Bologna,1.0,0,2,11,1,16.4,0,0,1.5,2,0,15.0,4.0,17.6,3.0,0.0
2023-08-20,18:30 (16:30),Serie A,Salernitana,Home,Matchweek 1,2023-2024,Roma,1.9,2,2,13,3,15.3,1,0,0.1,2,2,3.0,2.0,22.1,0.0,0.0
2023-08-26,20:45 (18:45),Serie A,Hellas Verona,Away,Matchweek 2,2023-2024,Roma,1.5,1,2,23,7,17.3,2,0,0.7,2,1,5.0,3.0,15.9,0.0,0.0
2023-09-01,20:45 (18:45),Serie A,Milan,Home,Matchweek 3,2023-2024,Roma,0.7,1,2,13,2,21.6,1,0,1.5,2,1,8.0,3.0,14.2,0.0,1.0
2023-09-17,20:45 (18:45),Serie A,Empoli,Home,Matchweek 4,2023-2024,Roma,2.4,7,0,13,8,18.9,1,1,0.2,0,7,8.0,2.0,23.0,0.0,0.0
2023-09-21,19:45 (16:45),Europa Lg,md Sheriff Tiraspol,Away,Group stage,2023-2024,Roma,0.9,2,1,15,6,21.9,3,0,0.8,1,2,12.0,3.0,20.3,1.0,0.0
2023-09-24,20:45 (18:45),Serie A,Torino,Away,Matchweek 5,2023-2024,Roma,1.4,1,1,11,3,15.8,0,0,0.9,1,1,12.0,4.0,19.2,0.0,0.0
2023-09-28,20:45 (18:45),Serie A,Genoa,Away,Matchweek 6,2023-2024,Roma,1.4,1,4,13,3,19.4,0,0,1.1,4,1,8.0,4.0,14.5,0.0,0.0
2023-10-01,20:45 (18:45),Serie A,Frosinone,Home,Matchweek 7,2023-2024,Roma,0.6,2,0,11,5,16.1,0,0,0.9,0,2,8.0,0.0,20.8,0.0,0.0
2023-10-05,21:00 (19:00),Europa Lg,ch Servette FC,Home,Group stage,2023-2024,Roma,2.3,4,0,18,7,15.8,0,0,0.3,0,4,8.0,1.0,19.6,0.0,0.0
2023-10-08,18:00 (16:00),Serie A,Cagliari,Away,Matchweek 8,2023-2024,Roma,2.6,4,1,11,5,16.4,1,0,1.7,1,4,15.0,1.0,18.3,1.0,1.0
2023-10-22,12:30 (10:30),Serie A,Monza,Home,Matchweek 9,2023-2024,Roma,1.7,1,0,21,4,16.0,1,0,0.4,0,1,11.0,4.0,22.6,1.0,0.0
2023-10-26,21:00 (19:00),Europa Lg,cz Slavia Prague,Home,Group stage,2023-2024,Roma,0.9,2,0,7,5,17.4,0,0,0.4,0,2,9.0,2.0,18.8,0.0,0.0
2023-10-29,18:00 (17:00),Serie A,Inter,Away,Matchweek 10,2023-2024,Roma,0.1,0,1,3,1,21.4,1,0,2.2,1,0,19.0,3.0,16.0,0.0,0.0
2023-11-05,18:00 (17:00),Serie A,Lecce,Home,Matchweek 11,2023-2024,Roma,2.0,2,1,14,4,16.8,0,0,0.8,1,2,15.0,4.0,20.6,1.0,0.0
2023-11-09,18:45 (17:45),Europa Lg,cz Slavia Prague,Away,Group stage,2023-2024,Roma,0.5,0,2,5,2,15.3,0,0,2.1,2,0,19.0,6.0,17.9,1.0,0.0
2023-11-12,18:00 (17:00),Serie A,Lazio,Away,Matchweek 12,2023-2024,Roma,0.4,0,0,8,1,16.7,0,0,0.4,0,0,7.0,2.0,22.1,0.0,0.0
2023-11-26,18:00 (17:00),Serie A,Udinese,Home,Matchweek 13,2023-2024,Roma,1.4,3,1,12,5,14.1,0,0,0.5,1,3,6.0,2.0,20.2,0.0,0.0
2023-11-30,21:00 (20:00),Europa Lg,ch Servette FC,Away,Group stage,2023-2024,Roma,1.3,1,1,13,2,15.0,0,0,0.8,1,1,13.0,6.0,22.2,1.0,0.0
2023-12-03,18:00 (17:00),Serie A,Sassuolo,Away,Matchweek 14,2023-2024,Roma,2.3,2,1,14,6,20.8,0,1,0.8,1,2,8.0,2.0,18.8,0.0,0.0
2023-12-10,20:45 (19:45),Serie A,Fiorentina,Home,Matchweek 15,2023-2024,Roma,0.7,1,1,4,1,15.7,0,0,1.5,1,1,14.0,8.0,16.7,1.0,0.0
2023-12-14,18:45 (17:45),Europa Lg,md Sheriff Tiraspol,Home,Group stage,2023-2024,Roma,3.0,3,0,18,6,15.3,1,0,0.4,0,3,4.0,2.0,25.2,0.0,0.0
2023-12-17,18:00 (17:00),Serie A,Bologna,Away,Matchweek 16,2023-2024,Roma,0.6,0,2,8,3,19.9,1,0,0.5,2,0,8.0,2.0,20.1,1.0,0.0
2023-12-23,20:45 (19:45),Serie A,Napoli,Home,Matchweek 17,2023-2024,Roma,1.9,2,0,17,4,18.0,0,0,0.7,0,2,7.0,2.0,16.1,0.0,0.0
2023-12-30,20:45 (19:45),Serie A,Juventus,Away,Matchweek 18,2023-2024,Roma,0.5,0,1,11,2,20.6,0,0,1.1,1,0,13.0,3.0,18.0,0.0,0.0
2024-01-03,21:00 (20:00),Coppa Italia,Cremonese,Home,Round of 16,2023-2024,Roma,,2,1,19,4,,,1,,1,2,8.0,1.0,,,0.0
2024-01-07,20:45 (19:45),Serie A,Atalanta,Home,Matchweek 19,2023-2024,Roma,2.1,1,1,15,5,17.4,0,1,0.7,1,1,8.0,2.0,12.9,0.0,0.0
2024-01-10,18:00 (17:00),Coppa Italia,Lazio,Away,Quarter-finals,2023-2024,Roma,,0,1,9,2,,,0,,1,0,9.0,5.0,,,1.0
2024-01-14,20:45 (19:45),Serie A,Milan,Away,Matchweek 20,2023-2024,Roma,1.4,1,3,11,4,21.9,1,1,1.5,3,1,17.0,5.0,17.4,0.0,0.0
2024-01-20,18:00 (17:00),Serie A,Hellas Verona,Home,Matchweek 21,2023-2024,Roma,0.9,2,1,9,2,16.8,0,0,1.1,1,2,11.0,3.0,24.3,0.0,0.0
2024-01-29,20:45 (19:45),Serie A,Salernitana,Away,Matchweek 22,2023-2024,Roma,1.6,2,1,4,1,19.1,1,1,1.2,1,2,15.0,7.0,15.7,0.0,0.0
2024-02-05,20:45 (19:45),Serie A,Cagliari,Home,Matchweek 23,2023-2024,Roma,2.5,4,0,19,5,12.4,0,1,0.6,0,4,12.0,3.0,19.7,1.0,0.0
2024-02-10,18:00 (17:00),Serie A,Inter,Home,Matchweek 24,2023-2024,Roma,0.7,2,4,8,3,14.7,0,0,0.9,4,2,10.0,6.0,21.2,1.0,0.0
2024-02-15,18:45 (17:45),Europa Lg,nl Feyenoord,Away,Knockout round play-offs,2023-2024,Roma,0.9,1,1,14,5,16.9,2,0,1.2,1,1,18.0,6.0,20.3,2.0,0.0
2024-02-18,18:00 (17:00),Serie A,Frosinone,Away,Matchweek 25,2023-2024,Roma,1.8,3,0,12,4,21.3,0,1,1.4,0,3,25.0,7.0,20.1,1.0,0.0
2024-02-22,21:00 (20:00),Europa Lg,nl Feyenoord,Home,Knockout round play-offs,2023-2024,Roma,1.2,1 (4),1 (2),15,2,16.7,0,0,0.8,1 (2),1 (4),7.0,4.0,15.6,1.0,0.0
Date,Time,Comp,Opponent,Venue,Round,2023-2024,Roma,xG,GF,GA,Sh,SoT,Dist,FK,PK,,,,,,,,
2024-02-26,18:30 (17:30),Serie A,Torino,Home,Matchweek 26,2023-2024,Roma,1.4,3,2,5,2,17.7,0,1,0.6,2,3,14.0,6.0,22.2,0.0,0.0
2024-03-02,18:00 (17:00),Serie A,Monza,Away,Matchweek 27,2023-2024,Roma,1.8,4,1,11,5,20.0,2,1,0.9,1,4,16.0,5.0,18.9,0.0,0.0
